_id,AnimalID,AnimalName,AnimalType,PrimaryColor,SecondaryColor,PrimaryBreed,Sex,DOB,Age,IntakeDate,IntakeCondition,IntakeType,IntakeSubtype,IntakeReason,OutcomeDate,OutcomeType,OutcomeSubtype,OutcomeCondition,Crossing,Jurisdiction,LastUpdate
11508,A1330030,,CAT,GRAY,WHITE,DOMESTIC SH,SPAYED,2022-02-27,2 YEARS,2024-02-26,PREGNANT,STRAY,OTC,,2024-02-28,RTF,,FERAL,E EMPIRE X N 22ND ST,SAN JOSE,2024-02-28
11509,A1330032,,DOG,TAN,GRAY,MIN PINSCHER,MALE,,NO AGE,2024-02-26,HEALTHY,STRAY,FOUND,,2024-05-04,FOUND ANIM,,HEALTHY,W ROSEMARY ST X FORRESTAL AVE,SAN JOSE,2024-05-04
11510,A1330034,,OTHER,BROWN,,RACCOON,UNKNOWN,,NO AGE,2024-02-26,DEAD,DISPO REQ,FIELD,,2024-02-26,DISPOSAL,,DEAD,SNELL / SNELL CT,SAN JOSE,2024-02-26
11511,A1330043,MAGGIE,CAT,BLACK,WHITE,DOMESTIC SH,SPAYED,2023-11-27,11 MONTHS,2024-02-26,HEALTHY,OWNER SUR,OTC,,2024-02-27,ADOPTION,WALK IN,HEALTHY,,SAN JOSE,2024-02-27
11512,A1330044,FERAL,CAT,TABBY-BRN,,DOMESTIC LH,SPAYED,2022-08-26,1 YEAR 6 MONTHS,2024-02-26,MED EMERG,STRAY,FIELD,,2024-02-27,EUTH,U MED SEV,MED SEV,VIRGINIA SWAN X DE ANZA,CUPERTINO,2024-02-27
11513,A1330045,,DOG,BLACK,WHITE,SIBERIAN HUSKY,FEMALE,2022-03-02,2 YEARS,2024-02-26,BEH U,STRAY,FIELD,,2024-03-05,EUTH,U AGG PREY,BEH U,MT. MADONNA / MT. RUSHMORE,SAN JOSE,2024-03-07
11514,A1330048,,OTHER,BROWN,,SQUIRREL,UNKNOWN,,NO AGE,2024-02-26,DEAD,DISPO REQ,FIELD,,2024-02-26,DISPOSAL,,DEAD,BLOSSOM HILL X FRANCIS OAKS,LOS GATOS,2024-02-26
11515,A1330049,,DOG,BLACK,WHITE,SIBERIAN HUSKY,UNKNOWN,2022-03-01,2 YEARS,2024-02-26,BEH U,STRAY,FIELD,,2024-03-05,EUTH,U AGG PREY,BEH U,STORY X WHITE,SAN JOSE,2024-03-07
11516,A1330054,,CAT,BLACK,WHITE,DOMESTIC SH,SPAYED,2022-03-01,2 YEARS,2024-02-27,MED M,STRAY,OTC,,2024-02-29,RTF,,FERAL,WABASH ST X PACIFIC AVE,SAN JOSE,2024-02-29
11517,A1330056,,CAT,BLACK,,DOMESTIC SH,NEUTERED,2022-02-27,2 YEARS,2024-02-27,MED R,STRAY,MEDVET,,2024-03-01,RTF,,HEALTHY,0 BLOCK N 9TH ST.,SAN JOSE,2024-03-01
11518,A1330057,FEYRE,DOG,TAN,WHITE,BOXER,SPAYED,2022-02-27,2 YEARS,2024-02-27,MED R,STRAY,MEDVET,,2024-04-13,FOSTER,,MED R,0 BLOCK N MARKET ST,SAN JOSE,2024-04-22
11519,A1330057,FEYRE,DOG,TAN,WHITE,BOXER,SPAYED,2022-02-27,2 YEARS,2024-04-22,HEALTHY,FOSTER,,,2024-04-27,ADOPTION,WALK IN,HEALTHY,,SAN JOSE,2024-04-27
11520,A1330061,,CAT,BLACK,,DOMESTIC SH,MALE,,NO AGE,2024-02-27,MED SEV,STRAY,FIELD,,2024-02-27,EUTH,U MED SEV,MED SEV,THE ALAMEDA / LENZEN AVE,SAN JOSE,2024-02-27
11521,A1330062,,CAT,TABBY-ORG,,DOMESTIC SH,UNKNOWN,,NO AGE,2024-02-27,MED EMERG,STRAY,MEDVET,,2024-02-27,DISPOSAL,,DEAD,S KING X CUNNINGHAM,SAN JOSE,2024-02-27
11522,A1330063,,CAT,TABBY-BRN,,DOMESTIC SH,UNKNOWN,,NO AGE,2024-02-27,MED EMERG,STRAY,MEDVET,,2024-02-27,DISPOSAL,,DEAD,10TH X JULIAN,SAN JOSE,2024-02-27
11523,A1330064,,DOG,BLACK,,LABRADOR RETR,UNKNOWN,,NO AGE,2024-02-27,MED EMERG,STRAY,MEDVET,,2024-02-27,TRANSFER,MEDVET,DEAD,BUDD AVE X SAN THOMAS,CAMPBELL,2024-03-17
11524,A1330065,PIPPA,DOG,WHITE,BROWN,CHIHUAHUA SH,SPAYED,2017-02-27,7 YEARS,2024-02-27,MED R,STRAY,OTC,,2024-03-09,FOSTER,,MED R,QUIMBY/TULLY,SAN JOSE,2024-03-30
11525,A1330065,PIPPA,DOG,WHITE,BROWN,CHIHUAHUA SH,SPAYED,2017-02-27,7 YEARS,2024-04-02,HEALTHY,FOSTER,,,2024-04-02,ADOPTION,WALK IN,HEALTHY,,SAN JOSE,2024-04-04
11526,A1330066,KATANA,CAT,BLACK,,DOMESTIC SH,NEUTERED,2022-04-27,2 YEARS,2024-02-27,HEALTHY,OWNER SUR,OTC,,2024-03-08,ADOPTION,WALK IN,HEALTHY,,SAN JOSE,2024-03-08
11527,A1330068,,OTHER,BROWN,,OPOSSUM,UNKNOWN,,NO AGE,2024-02-27,MED M,WILDLIFE,FIELD,,2024-02-27,TRANSFER,WILDLIFE,MED M,S. BLANEY / RAINBOW,SAN JOSE,2024-02-27
11528,A1330083,,CAT,WHITE,TABBY-BRN,DOMESTIC MH,SPAYED,2021-03-01,3 YEARS,2024-02-27,PREGNANT,STRAY,OTC,,2024-03-05,RTF,,FERAL,POCATELLO DR X HUNKJEN DR,SAN JOSE,2024-03-05
11529,A1330085,,OTHER,BLACK,,SKUNK,UNKNOWN,,NO AGE,2024-02-27,MED M,WILDLIFE,FIELD,,2024-02-27,TRANSFER,WILDLIFE,MED M,MATTOS / MORRILL,SAN JOSE,2024-02-27
11530,A1330086,,CAT,BLACK,WHITE,DOMESTIC SH,UNKNOWN,,NO AGE,2024-02-27,HEALTHY,STRAY,OTC,,2024-07-04,FOUND ANIM,GAVE AWAY,HEALTHY,S ALMADEN AVE/PIERCE AVE,SAN JOSE,2024-07-04
11531,A1330099,,CAT,WHITE,BLACK,DOMESTIC SH,NEUTERED,,NO AGE,2024-02-27,MED R,STRAY,OTC,IP ADOPT,2024-03-01,RTF,,HEALTHY,BIG BEAR CT X MT SHASTA AVE,MILPITAS,2024-03-01
11532,A1330103,,CAT,BLACK,,DOMESTIC SH,SPAYED,2021-03-01,3 YEARS,2024-02-27,MED M,STRAY,OTC,,2024-02-29,RTF,,FERAL,CHOPIN AVE X OPHELIA AVE,SAN JOSE,2024-03-03
11533,A1330116,OSO,DOG,WHITE,,MALTESE,MALE,,NO AGE,2024-02-27,HEALTHY,STRAY,OTC,,2024-02-27,RTO,,HEALTHY,TALLAHASSEE DR/LEEWARD DR,SAN JOSE,2024-02-27
11534,A1330117,FOZZY,DOG,TAN,BLACK,PARSON RUSS TER,NEUTERED,2019-03-01,5 YEARS,2024-02-27,HEALTHY,STRAY,FIELD,,2024-03-05,FOSTER,,,SUNSET AVE / SANDERS AVE,SAN JOSE,2024-03-19
11535,A1330117,FOZZY,DOG,TAN,BLACK,PARSON RUSS TER,NEUTERED,2019-03-01,5 YEARS,2024-03-21,HEALTHY,FOSTER,,,2024-04-03,ADOPTION,,HEALTHY,,SAN JOSE,2024-04-04
11536,A1330118,GENJI,DOG,BLACK,WHITE,PARSON RUSS TER,NEUTERED,2021-03-01,3 YEARS,2024-02-27,HEALTHY,STRAY,FIELD,IP ADOPT,2024-03-22,ADOPTION,,HEALTHY,SUNSET AVE / SANDERS AVE,SAN JOSE,2024-03-22
11537,A1330120,RYU,DOG,TAN,BLACK,CAIRN TERRIER,NEUTERED,2018-03-01,6 YEARS,2024-02-27,HEALTHY,STRAY,FIELD,,2024-04-02,ADOPTION,,HEALTHY,SUNSET AVE / SANDERS AVE,SAN JOSE,2024-04-02
11538,A1330122,RYDER,DOG,WHITE,BROWN,AUST CATTLE DOG,NEUTERED,2022-03-01,2 YEARS,2024-02-27,HEALTHY,STRAY,OTC,,2024-03-18,FOSTER,,HEALTHY,N PARK VICTORIA/E CALAVARES BLVD,MILPITAS,2024-03-18
11539,A1330122,RYDER,DOG,WHITE,BROWN,AUST CATTLE DOG,NEUTERED,2022-03-01,2 YEARS,2024-03-20,HEALTHY,FOSTER,,,2024-03-23,ADOPTION,WALK IN,,,SAN JOSE,2024-03-23
11540,A1330123,SPARKY,CAT,BLACK,WHITE,DOMESTIC SH,FEMALE,,NO AGE,2024-02-27,HEALTHY,STRAY,OTC,,2024-03-30,LOST EXP,,HEALTHY,S 1ST ST,SAN JOSE,2024-03-30
11541,A1330141,,OTHER,BLACK,,SKUNK,UNKNOWN,,NO AGE,2024-02-27,DEAD,DISPO REQ,FIELD,,2024-02-27,DISPOSAL,,DEAD,SNELL / CHARTER PARK,SAN JOSE,2024-02-27
11542,A1330149,,CAT,GRAY,WHITE,DOMESTIC SH,SPAYED,2023-02-27,1 YEAR 8 MONTHS,2024-02-27,PREGNANT,STRAY,OTC,,2024-03-08,RTF,,FERAL,POCATELLO DR,SAN JOSE,2024-03-08
11543,A1330152,BECKETT,CAT,GRAY,,DOMESTIC SH,NEUTERED,2023-03-10,1 YEAR 7 MONTHS,2024-02-27,HEALTHY,OWNER SUR,OTC,,2024-03-02,ADOPTION,WALK IN,HEALTHY,,OUT OF COUNTY,2024-03-02
11544,A1330152,BECKETT,CAT,GRAY,,DOMESTIC SH,NEUTERED,2023-03-10,1 YEAR 7 MONTHS,2024-04-14,HEALTHY,OWNER SUR,OTC,,2024-04-15,RESCUE,CATWELFARE,HEALTHY,,SAN JOSE,2024-04-15
11545,A1330153,BISCUIT,CAT,TABBY-BRN,WHITE,DOMESTIC SH,NEUTERED,2023-03-10,1 YEAR 7 MONTHS,2024-02-27,HEALTHY,OWNER SUR,OTC,,2024-03-01,ADOPTION,WALK IN,,,OUT OF COUNTY,2024-03-01
11546,A1330155,,CAT,TORBI-BRN,,DOMESTIC SH,FEMALE,2023-11-21,11 MONTHS,2024-02-27,HEALTHY,STRAY,OTC,,2024-03-02,TRANSFER,HSSV,HEALTHY,BERRYESSA RD/E HEDDING ST,SAN JOSE,2024-03-10
11547,A1330158,LITTLE 7,CAT,BLACK,WHITE,DOMESTIC SH,NEUTERED,2017-02-27,7 YEARS,2024-03-07,HEALTHY,OWNER SUR,OTC,,2024-04-02,ADOPTION,,HEALTHY,,SAN JOSE,2024-04-02
11548,A1330162,JACK,DOG,WHITE,BLACK,CHIHUAHUA SH,NEUTERED,2023-06-28,1 YEAR 4 MONTHS,2024-02-28,HEALTHY,STRAY,OTC,,2024-03-03,FOSTER,,HEALTHY,UMBARGER RD / SENTER RD,SAN JOSE,2024-05-02
11549,A1330162,JACK,DOG,WHITE,BLACK,CHIHUAHUA SH,NEUTERED,2023-06-28,1 YEAR 4 MONTHS,2024-05-08,HEALTHY,FOSTER,,,2024-05-08,ADOPTION,WALK IN,HEALTHY,,SAN JOSE,2024-05-08
11550,A1330163,TRAP 1,CAT,TABBY-GRAY,,DOMESTIC SH,SPAYED,,NO AGE,2024-02-28,FERAL,S/N CLINIC,FERAL,,2024-02-28,RTF,,FERAL,,SAN JOSE,2024-02-28
11551,A1330164,TRAP 2,CAT,TORTIE-DIL,,DOMESTIC SH,SPAYED,,NO AGE,2024-02-28,FERAL,S/N CLINIC,FERAL,,2024-02-28,RTF,,FERAL,,SAN JOSE,2024-02-28
11552,A1330165,TRAP 3,CAT,TABBY-ORG,,DOMESTIC SH,NEUTERED,,NO AGE,2024-02-28,FERAL,S/N CLINIC,FERAL,,2024-02-28,RTF,,FERAL,,SAN JOSE,2024-02-28
11553,A1330166,KION,CAT,TABBY-ORG,,DOMESTIC MH,NEUTERED,2023-11-01,11 MONTHS,2024-02-28,MED R,STRAY,OTC,,2024-03-02,ADOPTION,,HEALTHY,SCARLETT WAY X COYOTE RD,SAN JOSE,2024-09-12
11554,A1330167,LADY,CAT,TABBY-BUFF,,DOMESTIC SH,SPAYED,2023-11-01,11 MONTHS,2024-02-28,HEALTHY,STRAY,OTC,,2024-03-02,ADOPTION,,HEALTHY,SCARLETT WAY X COYOTE RD,SAN JOSE,2024-03-02
11555,A1330168,TRAP 4,CAT,BLACK,WHITE,DOMESTIC SH,SPAYED,,NO AGE,2024-02-28,FERAL,S/N CLINIC,FERAL,,2024-02-28,RTF,,FERAL,,SAN JOSE,2024-02-28
11556,A1330169,TRAP 5,CAT,TABBY-ORG,WHITE,DOMESTIC SH,SPAYED,,NO AGE,2024-02-28,FERAL,S/N CLINIC,FERAL,,2024-02-28,RTF,,FERAL,,SAN JOSE,2024-02-28
11557,A1330171,TRAP 6,CAT,TABBY-GRAY,,DOMESTIC SH,NEUTERED,,NO AGE,2024-02-28,FERAL,S/N CLINIC,FERAL,,2024-02-28,RTF,,FERAL,,SAN JOSE,2024-02-28
11558,A1330172,TRAP 7,CAT,TABBY-BRN,,DOMESTIC SH,SPAYED,,NO AGE,2024-02-28,FERAL,S/N CLINIC,FERAL,,2024-02-28,RTF,,FERAL,,SAN JOSE,2024-02-28
11559,A1330174,TRAP 8,CAT,TABBY-ORG,,DOMESTIC SH,NEUTERED,,NO AGE,2024-02-28,FERAL,S/N CLINIC,FERAL,,2024-02-28,DIED,POST OP,MED M,,SAN JOSE,2024-02-28
11560,A1330176,TRAP 9,CAT,TORTIE-B\O,,DOMESTIC SH,SPAYED,,NO AGE,2024-02-28,FERAL,S/N CLINIC,FERAL,,2024-02-28,RTF,,FERAL,,SAN JOSE,2024-02-28
11561,A1330178,TRAP 10,CAT,TABBY-ORG,WHITE,DOMESTIC SH,NEUTERED,,NO AGE,2024-02-28,FERAL,S/N CLINIC,FERAL,,2024-02-28,RTF,,FERAL,,SAN JOSE,2024-02-28
11562,A1330179,TRAP 11,CAT,TORTIE-B\O,WHITE,DOMESTIC SH,SPAYED,2022-03-01,2 YEARS,2024-02-28,FERAL,S/N CLINIC,FERAL,,2024-03-01,RTF,,HEALTHY,,SAN JOSE,2024-03-01
11563,A1330181,TRAP 12,CAT,TABBY-BRN,,DOMESTIC SH,NEUTERED,,NO AGE,2024-02-28,FERAL,S/N CLINIC,FERAL,,2024-02-28,RTF,,FERAL,,SAN JOSE,2024-02-28
11564,A1330182,TRAP 13,CAT,TORBI-BRN,,DOMESTIC SH,SPAYED,,NO AGE,2024-02-28,FERAL,S/N CLINIC,FERAL,,2024-02-28,RTF,,FERAL,,SAN JOSE,2024-02-28
11565,A1330183,TRAP 14,CAT,TABBY-BRN,WHITE,DOMESTIC SH,SPAYED,,NO AGE,2024-02-28,FERAL,S/N CLINIC,FERAL,,2024-02-28,RTF,,FERAL,,SAN JOSE,2024-02-28
11566,A1330184,TRAP 15,CAT,PT-LYNX,WHITE,DOMESTIC SH,NEUTERED,,NO AGE,2024-02-28,FERAL,S/N CLINIC,FERAL,,2024-02-28,RTF,,FERAL,,SAN JOSE,2024-02-28
11567,A1330196,ZOEY,DOG,TRICOLOR,WHITE,CHIHUAHUA SH,SPAYED,2023-05-28,1 YEAR 5 MONTHS,2024-02-27,HEALTHY,TRANSFER,SVACA,,2024-03-06,ADOPTION,WALK IN,HEALTHY,LUCRETIA AVE X SUMMERSIDE DR,SAN JOSE,2024-03-06
11568,A1330196,ZOEY,DOG,TRICOLOR,WHITE,CHIHUAHUA SH,SPAYED,2023-05-28,1 YEAR 5 MONTHS,2024-03-11,HEALTHY,RETURN,OTC,,2024-03-12,ADOPTION,,HEALTHY,,SAN JOSE,2024-03-12
11569,A1330197,TULIP,DOG,BROWN,WHITE,CHIHUAHUA SH,SPAYED,2023-05-28,1 YEAR 5 MONTHS,2024-02-27,HEALTHY,TRANSFER,SVACA,,2024-03-08,ADOPTION,,HEALTHY,LUCRETIA AVE X SUMMERSIDE DR,SAN JOSE,2024-03-08
11570,A1330198,DAISY MAY,DOG,TAN,WHITE,CHIHUAHUA SH,FEMALE,2021-02-28,3 YEARS,2024-02-27,HEALTHY,TRANSFER,SVACA,,2024-03-07,TRANSFER,EBSPCA,HEALTHY,LUCRETIA AVE X SUMMERSIDE DR,SAN JOSE,2024-03-07
11571,A1330210,LOLA,DOG,CREAM,,POMERANIAN,SPAYED,2016-02-28,8 YEARS,2024-02-28,HEALTHY,STRAY,OTC,,2024-03-03,ADOPTION,WALK IN,HEALTHY,E SAN ANTONIO ST X S SUNSET AVE,SAN JOSE,2024-03-03
11572,A1330210,LOLA,DOG,CREAM,,POMERANIAN,SPAYED,2016-02-28,8 YEARS,2024-04-07,HEALTHY,STRAY,OTC,,2024-04-08,RTO,MICROCHIP,HEALTHY,BOOKSIN / DARLENE,SAN JOSE,2024-04-08
11573,A1330214,,CAT,TABBY-GRAY,,DOMESTIC MH,UNKNOWN,2020-02-29,4 YEARS,2024-02-28,MED SEV,STRAY,OTC,,2024-02-28,EUTH,U MED SEV,MED SEV,MARIETTA DR X JOSEPH LN,SAN JOSE,2024-02-29
11574,A1330217,,OTHER,BROWN,GRAY,SQUIRREL,UNKNOWN,,NO AGE,2024-02-28,DEAD,DISPO REQ,FIELD,,2024-02-28,DISPOSAL,,DEAD,N FIFTH ST / E HEDDING ST,SAN JOSE,2024-02-28
11575,A1330219,ALGEBRA,CAT,BUFF,,DOMESTIC SH,SPAYED,2023-10-02,1 YEAR,2024-02-28,MED R,STRAY,OTC,,2024-03-03,ADOPTION,WALK IN,HEALTHY,KENNEDY DR/OLD CLAVARES RD,MILPITAS,2024-03-03
11576,A1330223,CALCULUS,CAT,TABBY-ORG,,DOMESTIC SH,NEUTERED,2023-07-28,1 YEAR 3 MONTHS,2024-02-28,MED R,STRAY,OTC,,2024-03-03,ADOPTION,,HEALTHY,KENNEDY DR/OLD CLAVARES RD,MILPITAS,2024-03-03
11577,A1330225,LYCHEE,CAT,WHITE,,DOMESTIC SH,SPAYED,2024-02-07,8 MONTHS,2024-02-28,NURSING,STRAY,OTC,,2024-02-28,FOSTER,,NURSING,KENNEDY DR/OLD CLAVARES RD,MILPITAS,2024-02-28
11578,A1330225,LYCHEE,CAT,WHITE,,DOMESTIC SH,SPAYED,2024-02-07,8 MONTHS,2024-04-19,HEALTHY,FOSTER,,IP ADOPT,2024-04-19,ADOPTION,,HEALTHY,,SAN JOSE,2024-04-19
11579,A1330227,CLOUD,CAT,WHITE,,DOMESTIC SH,SPAYED,2024-02-07,8 MONTHS,2024-04-19,HEALTHY,FOSTER,,IP ADOPT,2024-04-19,ADOPTION,,HEALTHY,,SAN JOSE,2024-04-19
11580,A1330227,CLOUD,CAT,WHITE,,DOMESTIC SH,SPAYED,2024-02-07,8 MONTHS,2024-02-28,NURSING,STRAY,OTC,,2024-02-28,FOSTER,,NURSING,KENNEDY DR/OLD CLAVARES RD,MILPITAS,2024-02-28
11581,A1330228,BAGHEERA,CAT,TABBY-BUFF,,DOMESTIC SH,NEUTERED,2024-02-07,8 MONTHS,2024-02-28,NURSING,STRAY,OTC,,2024-02-28,FOSTER,,NURSING,KENNEDY DR/OLD CLAVARES RD,MILPITAS,2024-02-28
11582,A1330228,BAGHEERA,CAT,TABBY-BUFF,,DOMESTIC SH,NEUTERED,2024-02-07,8 MONTHS,2024-04-19,HEALTHY,FOSTER,,IP ADOPT,2024-04-19,ADOPTION,,HEALTHY,,SAN JOSE,2024-04-19
11583,A1330229,,CAT,TABBY-ORG,,DOMESTIC SH,MALE,2024-01-19,9 MONTHS,2024-02-28,HEALTHY,STRAY,OTC,,2024-02-29,RESCUE,KARMA CAT,HEALTHY,KENNEDY DR/OLD CLAVARES RD,MILPITAS,2024-03-03
11584,A1330232,,CAT,BLACK,WHITE,DOMESTIC SH,UNKNOWN,,NO AGE,2024-02-28,DEAD,DISPO REQ,FIELD,,2024-02-28,DISPOSAL,,DEAD,WASHINGTON ST / N 12TH ST,SAN JOSE,2024-02-28
11585,A1330233,,CAT,TABBY-ORG,,DOMESTIC SH,MALE,2024-01-19,9 MONTHS,2024-02-28,HEALTHY,STRAY,OTC,,2024-02-29,RESCUE,KARMA CAT,HEALTHY,KENNEDY DR/OLD CLAVARES RD,MILPITAS,2024-03-03
11586,A1330234,,CAT,TABBY-ORG,,DOMESTIC SH,MALE,2024-01-19,9 MONTHS,2024-02-28,HEALTHY,STRAY,OTC,,2024-02-29,RESCUE,KARMA CAT,HEALTHY,KENNEDY DR/OLD CLAVARES RD,MILPITAS,2024-03-03
11587,A1330235,,CAT,TABBY-BUFF,,DOMESTIC SH,MALE,2024-01-19,9 MONTHS,2024-02-28,HEALTHY,STRAY,OTC,,2024-02-29,RESCUE,KARMA CAT,HEALTHY,KENNEDY DR/OLD CLAVARES RD,MILPITAS,2024-03-03
11588,A1330236,PAPAS,CAT,TABBY-BRN,,DOMESTIC SH,NEUTERED,2018-09-08,6 YEARS,2024-02-28,HEALTHY,OWNER SUR,OTC,,2024-03-15,FOSTER,,,,SAN JOSE,2024-03-15
11589,A1330237,,CAT,CALICO-TRI,,DOMESTIC SH,FEMALE,2024-01-19,9 MONTHS,2024-02-28,HEALTHY,STRAY,OTC,,2024-02-29,RESCUE,KARMA CAT,HEALTHY,KENNEDY DR/OLD CLAVARES RD,MILPITAS,2024-03-03
11590,A1330238,PIRO,CAT,TABBY-BRN,,DOMESTIC SH,NEUTERED,2023-10-02,1 YEAR,2024-02-28,HEALTHY,STRAY,OTC,,2024-03-03,ADOPTION,WALK IN,HEALTHY,KENNEDY DR/OLD CLAVARES RD,MILPITAS,2024-03-03
11591,A1330240,GARFIELD,CAT,TABBY-ORG,,DOMESTIC SH,NEUTERED,2023-11-01,11 MONTHS,2024-02-28,HEALTHY,STRAY,OTC,,2024-03-03,ADOPTION,WALK IN,HEALTHY,KENNEDY DR/OLD CLAVARES RD,MILPITAS,2024-03-03
11592,A1330244,,DOG,BLACK,TAN,ROTTWEILER,FEMALE,,NO AGE,2024-02-28,DEAD,DISPO REQ,OTC,,2024-02-28,DISPOSAL,,DEAD,S 11TH ST/E SANTA CLARA ST,SAN JOSE,2024-02-28
11593,A1330256,,CAT,TABBY-ORG,,DOMESTIC SH,NEUTERED,2020-02-28,4 YEARS,2024-02-28,MED R,STRAY,OTC,,2024-03-11,RTF,,FERAL,BRIGHTWOOD CT/ BRIGHTWOOD WAY,SAN JOSE,2024-03-12
11594,A1330257,,CAT,BLACK,,DOMESTIC SH,UNKNOWN,,NO AGE,2024-02-28,DEAD,DISPO REQ,FIELD,,2024-02-28,DISPOSAL,,DEAD,UMBARGER RD,SAN JOSE,2024-02-28
11595,A1330258,STORMI,CAT,BLACK,,DOMESTIC SH,SPAYED,2023-06-28,1 YEAR 4 MONTHS,2024-02-28,HEALTHY,OWNER SUR,OTC,,2024-03-01,ADOPTION,WALK IN,HEALTHY,,SAN JOSE,2024-03-01
11596,A1330263,FLUFFY,DOG,BLACK,WHITE,FRENCH BULLDOG,NEUTERED,,NO AGE,2024-02-28,HEALTHY,OWNER SUR,OTC,,2024-02-28,FOSTER,,HEALTHY,,OUT OF COUNTY,2024-03-04
11597,A1330263,FLUFFY,DOG,BLACK,WHITE,FRENCH BULLDOG,NEUTERED,,NO AGE,2024-03-04,HEALTHY,FOSTER,,,2024-03-04,ADOPTION,,HEALTHY,,SAN JOSE,2024-03-05
11598,A1330264,,DOG,RED,WHITE,CHIHUAHUA LH,MALE,,NO AGE,2024-02-28,HEALTHY,STRAY,OTC,,2024-03-05,FOUND ANIM,RTO,HEALTHY,N 9TH ST / ST JAMES ST,SAN JOSE,2024-03-05
11599,A1330265,,CAT,TABBY-BRN,,DOMESTIC SH,UNKNOWN,,NO AGE,2024-02-28,DEAD,DISPO REQ,OTC,,2024-02-28,DISPOSAL,,DEAD,N CAPITOL AVE / HOSTETTER RD,SAN JOSE,2024-02-28
11600,A1330266,,CAT,PT-CHOC,,DOMESTIC SH,UNKNOWN,,NO AGE,2024-02-28,DEAD,DISPO REQ,OTC,,2024-02-28,RTO,,DEAD,BESWICK DR / BANGOR AVE,SAN JOSE,2024-02-28
11601,A1330274,,BIRD,GRAY,,PIGEON,UNKNOWN,,NO AGE,2024-02-28,DEAD,DISPO REQ,FIELD,,2024-02-28,DISPOSAL,,DEAD,ERIE X SUPERIOR,MILPITAS,2024-02-28
11602,A1330276,,DOG,BLACK,WHITE,HAVANESE,MALE,,NO AGE,2024-02-28,HEALTHY,STRAY,FOUND,,2024-05-04,FOUND ANIM,,HEALTHY,EASTRIDGE LOOP X QUIMBY,SAN JOSE,2024-05-04
11603,A1330277,,DOG,TAN,,CHIHUAHUA LH,FEMALE,,NO AGE,2024-02-28,HEALTHY,STRAY,FOUND,,2024-05-04,FOUND ANIM,,HEALTHY,EASTRIDGE LOOP X QUIMBY,SAN JOSE,2024-05-04
11604,A1330278,KILO,DOG,BLACK,WHITE,SIBERIAN HUSKY,MALE,2021-12-18,2 YEARS,2024-02-28,HEALTHY,STRAY,OTC,,2024-02-28,RTO,WALK IN,HEALTHY,MCKEE RD / JACKSON AVE,SAN JOSE,2024-02-28
11605,A1330278,KILO,DOG,BLACK,WHITE,SIBERIAN HUSKY,MALE,2021-12-18,2 YEARS,2024-06-18,HEALTHY,TRANSFER,SVACA,,2024-06-18,RTO,,HEALTHY,SCHULTE DR & LINKHORNE CT,SAN JOSE,2024-06-18
11606,A1330280,MIA,DOG,BROWN,BLACK,PIT BULL,FEMALE,,NO AGE,2024-06-18,HEALTHY,TRANSFER,SVACA,,2024-06-18,RTO,,HEALTHY,SCHULTE DR & LINKHORNE CT,SAN JOSE,2024-06-18
11607,A1330280,MIA,DOG,BROWN,BLACK,PIT BULL,FEMALE,,NO AGE,2024-02-28,HEALTHY,STRAY,OTC,,2024-02-28,RTO,WALK IN,HEALTHY,MCKEE RD / JACKSON AVE,SAN JOSE,2024-02-28
11608,A1330285,LOKI,DOG,WHITE,,MALTESE,NEUTERED,2018-03-01,6 YEARS,2024-02-28,MED R,STRAY,OTC,,2024-03-03,FOSTER,,HEALTHY,ALMADEN RD / FOXWORTHY AVE,SAN JOSE,2024-03-03
11609,A1330285,LOKI,DOG,WHITE,,MALTESE,NEUTERED,2018-03-01,6 YEARS,2024-03-14,MED R,FOSTER,,,2024-03-17,FOSTER,,HEALTHY,,SAN JOSE,2024-03-17
11610,A1330285,LOKI,DOG,WHITE,,MALTESE,NEUTERED,2018-03-01,6 YEARS,2024-03-20,HEALTHY,FOSTER,,,2024-03-20,FOSTER,,HEALTHY,,SAN JOSE,2024-03-20
11611,A1330285,LOKI,DOG,WHITE,,MALTESE,NEUTERED,2018-03-01,6 YEARS,2024-04-10,HEALTHY,RETURN,OTC,NO TIME,2024-04-10,ADOPTION,WALK IN,HEALTHY,,SAN JOSE,2024-04-10
11612,A1330285,LOKI,DOG,WHITE,,MALTESE,NEUTERED,2018-03-01,6 YEARS,2024-04-07,HEALTHY,FOSTER,,,2024-04-09,ADOPTION,,HEALTHY,,SAN JOSE,2024-04-09
11613,A1330285,LOKI,DOG,WHITE,,MALTESE,NEUTERED,2018-03-01,6 YEARS,2024-04-12,HEALTHY,RETURN,OTC,,2024-04-13,ADOPTION,,HEALTHY,,SAN JOSE,2024-04-13
11614,A1330286,JUNE,CAT,GRAY,WHITE,DOMESTIC SH,SPAYED,2023-07-01,1 YEAR 3 MONTHS,2024-02-28,MED SEV,STRAY,OTC,,2024-03-04,ADOPTION,,HEALTHY,E SANTA CLARA ST / S 23RD ST,SAN JOSE,2024-03-04
11615,A1330288,SPLINTER,DOG,BLACK,,CHIHUAHUA SH,NEUTERED,2023-10-03,1 YEAR,2024-02-28,HEALTHY,STRAY,OTC,IP ADOPT,2024-03-03,FOSTER,,HEALTHY,PETER PAN AVE/ VAN WINKLE LN,SAN JOSE,2024-03-03
